id,train_id,coach_number,coach_class,total_seats,available_seats,base_fare,has_ac,has_charging,has_wifi,created_at,updated_at
25,10,F1,FIRST_AC,18,7,3000,1,1,1,2025-12-31 07:53:40,2025-12-31 07:53:40
26,10,S2,SECOND_AC,48,13,1800,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
27,10,S3,SECOND_AC,48,32,1800,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
28,10,S4,SECOND_AC,48,20,1800,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
29,10,T5,THIRD_AC,64,27,1000,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
30,10,T6,THIRD_AC,64,39,1000,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
31,10,T7,THIRD_AC,64,37,1000,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
32,10,T8,THIRD_AC,64,28,1000,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
33,10,T9,THIRD_AC,64,33,1000,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
34,10,S10,SLEEPER,72,36,500,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
35,10,S11,SLEEPER,72,20,500,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
36,10,S12,SLEEPER,72,16,500,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
37,13,F1,FIRST_AC,18,10,3000,1,1,1,2025-12-31 07:53:40,2025-12-31 07:53:40
38,13,S2,SECOND_AC,48,12,1800,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
39,13,S3,SECOND_AC,48,32,1800,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
40,13,S4,SECOND_AC,48,11,1800,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
41,13,T5,THIRD_AC,64,37,1000,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
42,13,T6,THIRD_AC,64,42,1000,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
43,13,T7,THIRD_AC,64,37,1000,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
44,13,T8,THIRD_AC,64,13,1000,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
45,13,T9,THIRD_AC,64,25,1000,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
46,13,S10,SLEEPER,72,23,500,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
47,13,S11,SLEEPER,72,45,500,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
48,13,S12,SLEEPER,72,35,500,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
49,15,F1,FIRST_AC,18,7,3000,1,1,1,2025-12-31 07:53:40,2025-12-31 07:53:40
50,15,S2,SECOND_AC,48,31,1800,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
51,15,S3,SECOND_AC,48,17,1800,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
52,15,S4,SECOND_AC,48,11,1800,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
53,15,T5,THIRD_AC,64,24,1000,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
54,15,T6,THIRD_AC,64,21,1000,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
55,15,T7,THIRD_AC,64,27,1000,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
56,15,T8,THIRD_AC,64,35,1000,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
57,15,T9,THIRD_AC,64,27,1000,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
58,15,S10,SLEEPER,72,40,500,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
59,15,S11,SLEEPER,72,48,500,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
60,15,S12,SLEEPER,72,48,500,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
61,20,F1,FIRST_AC,18,3,3000,1,1,1,2025-12-31 07:53:40,2025-12-31 07:53:40
62,20,S2,SECOND_AC,48,25,1800,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
63,20,S3,SECOND_AC,48,16,1800,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
64,20,S4,SECOND_AC,48,29,1800,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
65,20,T5,THIRD_AC,64,33,1000,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
66,20,T6,THIRD_AC,64,17,1000,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
67,20,T7,THIRD_AC,64,41,1000,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
68,20,T8,THIRD_AC,64,33,1000,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
69,20,T9,THIRD_AC,64,25,1000,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
70,20,S10,SLEEPER,72,48,500,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
71,20,S11,SLEEPER,72,35,500,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
72,20,S12,SLEEPER,72,17,500,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
73,21,F1,FIRST_AC,18,7,3000,1,1,1,2025-12-31 07:53:40,2025-12-31 07:53:40
74,21,S2,SECOND_AC,48,14,1800,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
75,21,S3,SECOND_AC,48,19,1800,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
76,21,S4,SECOND_AC,48,32,1800,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
77,21,T5,THIRD_AC,64,31,1000,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
78,21,T6,THIRD_AC,64,21,1000,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
79,21,T7,THIRD_AC,64,39,1000,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
80,21,T8,THIRD_AC,64,34,1000,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
81,21,T9,THIRD_AC,64,30,1000,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
82,21,S10,SLEEPER,72,22,500,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
83,21,S11,SLEEPER,72,14,500,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
84,21,S12,SLEEPER,72,43,500,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
85,22,F1,FIRST_AC,18,9,3000,1,1,1,2025-12-31 07:53:40,2025-12-31 07:53:40
86,22,S2,SECOND_AC,48,26,1800,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
87,22,S3,SECOND_AC,48,18,1800,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
88,22,S4,SECOND_AC,48,31,1800,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
89,22,T5,THIRD_AC,64,17,1000,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
90,22,T6,THIRD_AC,64,43,1000,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
91,22,T7,THIRD_AC,64,24,1000,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
92,22,T8,THIRD_AC,64,17,1000,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
93,22,T9,THIRD_AC,64,21,1000,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
94,22,S10,SLEEPER,72,26,500,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
95,22,S11,SLEEPER,72,20,500,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
96,22,S12,SLEEPER,72,15,500,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
97,23,F1,FIRST_AC,18,10,3000,1,1,1,2025-12-31 07:53:40,2025-12-31 07:53:40
98,23,S2,SECOND_AC,48,23,1800,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
99,23,S3,SECOND_AC,48,18,1800,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
100,23,S4,SECOND_AC,48,29,1800,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
101,23,T5,THIRD_AC,64,33,1000,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
102,23,T6,THIRD_AC,64,27,1000,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
103,23,T7,THIRD_AC,64,13,1000,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
104,23,T8,THIRD_AC,64,31,1000,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
105,23,T9,THIRD_AC,64,38,1000,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
106,23,S10,SLEEPER,72,14,500,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
107,23,S11,SLEEPER,72,34,500,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
108,23,S12,SLEEPER,72,25,500,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
109,40,F1,FIRST_AC,18,5,3000,1,1,1,2025-12-31 07:53:40,2025-12-31 07:53:40
110,40,S2,SECOND_AC,48,30,1800,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
111,40,S3,SECOND_AC,48,23,1800,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
112,40,S4,SECOND_AC,48,26,1800,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
113,40,T5,THIRD_AC,64,24,1000,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
114,40,T6,THIRD_AC,64,13,1000,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
115,40,T7,THIRD_AC,64,31,1000,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
116,40,T8,THIRD_AC,64,29,1000,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
117,40,T9,THIRD_AC,64,43,1000,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
118,40,S10,SLEEPER,72,50,500,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
119,40,S11,SLEEPER,72,46,500,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
120,40,S12,SLEEPER,72,32,500,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
121,45,F1,FIRST_AC,18,5,3000,1,1,1,2025-12-31 07:53:40,2025-12-31 07:53:40
122,45,S2,SECOND_AC,48,26,1800,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
123,45,S3,SECOND_AC,48,23,1800,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
124,45,S4,SECOND_AC,48,25,1800,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
125,45,T5,THIRD_AC,64,26,1000,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
126,45,T6,THIRD_AC,64,15,1000,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
127,45,T7,THIRD_AC,64,44,1000,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
128,45,T8,THIRD_AC,64,14,1000,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
129,45,T9,THIRD_AC,64,44,1000,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
130,45,S10,SLEEPER,72,44,500,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
131,45,S11,SLEEPER,72,36,500,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
132,45,S12,SLEEPER,72,26,500,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
133,56,F1,FIRST_AC,18,9,3000,1,1,1,2025-12-31 07:53:40,2025-12-31 07:53:40
134,56,S2,SECOND_AC,48,9,1800,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
135,56,S3,SECOND_AC,48,20,1800,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
136,56,S4,SECOND_AC,48,18,1800,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
137,56,T5,THIRD_AC,64,16,1000,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
138,56,T6,THIRD_AC,64,29,1000,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
139,56,T7,THIRD_AC,64,35,1000,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
140,56,T8,THIRD_AC,64,37,1000,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
141,56,T9,THIRD_AC,64,29,1000,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
142,56,S10,SLEEPER,72,32,500,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
143,56,S11,SLEEPER,72,26,500,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
144,56,S12,SLEEPER,72,18,500,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
145,61,F1,FIRST_AC,18,3,3000,1,1,1,2025-12-31 07:53:40,2025-12-31 07:53:40
146,61,S2,SECOND_AC,48,12,1800,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
147,61,S3,SECOND_AC,48,24,1800,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
148,61,S4,SECOND_AC,48,20,1800,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
149,61,T5,THIRD_AC,64,13,1000,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
150,61,T6,THIRD_AC,64,13,1000,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
151,61,T7,THIRD_AC,64,40,1000,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
152,61,T8,THIRD_AC,64,27,1000,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
153,61,T9,THIRD_AC,64,21,1000,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
154,61,S10,SLEEPER,72,31,500,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
155,61,S11,SLEEPER,72,48,500,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
156,61,S12,SLEEPER,72,47,500,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
157,62,F1,FIRST_AC,18,8,3000,1,1,1,2025-12-31 07:53:40,2025-12-31 07:53:40
158,62,S2,SECOND_AC,48,12,1800,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
159,62,S3,SECOND_AC,48,29,1800,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
160,62,S4,SECOND_AC,48,15,1800,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
161,62,T5,THIRD_AC,64,23,1000,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
162,62,T6,THIRD_AC,64,20,1000,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
163,62,T7,THIRD_AC,64,18,1000,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
164,62,T8,THIRD_AC,64,28,1000,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
165,62,T9,THIRD_AC,64,39,1000,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
166,62,S10,SLEEPER,72,28,500,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
167,62,S11,SLEEPER,72,49,500,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
168,62,S12,SLEEPER,72,49,500,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
169,67,F1,FIRST_AC,18,11,3000,1,1,1,2025-12-31 07:53:40,2025-12-31 07:53:40
170,67,S2,SECOND_AC,48,10,1800,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
171,67,S3,SECOND_AC,48,30,1800,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
172,67,S4,SECOND_AC,48,22,1800,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
173,67,T5,THIRD_AC,64,22,1000,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
174,67,T6,THIRD_AC,64,35,1000,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
175,67,T7,THIRD_AC,64,38,1000,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
176,67,T8,THIRD_AC,64,22,1000,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
177,67,T9,THIRD_AC,64,22,1000,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
178,67,S10,SLEEPER,72,44,500,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
179,67,S11,SLEEPER,72,50,500,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
180,67,S12,SLEEPER,72,28,500,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
181,72,F1,FIRST_AC,18,5,3000,1,1,1,2025-12-31 07:53:40,2025-12-31 07:53:40
182,72,S2,SECOND_AC,48,22,1800,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
183,72,S3,SECOND_AC,48,15,1800,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
184,72,S4,SECOND_AC,48,18,1800,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
185,72,T5,THIRD_AC,64,15,1000,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
186,72,T6,THIRD_AC,64,34,1000,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
187,72,T7,THIRD_AC,64,23,1000,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
188,72,T8,THIRD_AC,64,12,1000,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
189,72,T9,THIRD_AC,64,26,1000,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
190,72,S10,SLEEPER,72,23,500,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
191,72,S11,SLEEPER,72,25,500,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
192,72,S12,SLEEPER,72,37,500,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
193,85,F1,FIRST_AC,18,6,3000,1,1,1,2025-12-31 07:53:40,2025-12-31 07:53:40
194,85,S2,SECOND_AC,48,27,1800,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
195,85,S3,SECOND_AC,48,31,1800,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
196,85,S4,SECOND_AC,48,13,1800,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
197,85,T5,THIRD_AC,64,26,1000,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
198,85,T6,THIRD_AC,64,14,1000,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
199,85,T7,THIRD_AC,64,37,1000,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
200,85,T8,THIRD_AC,64,14,1000,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
201,85,T9,THIRD_AC,64,32,1000,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
202,85,S10,SLEEPER,72,40,500,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
203,85,S11,SLEEPER,72,14,500,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
204,85,S12,SLEEPER,72,17,500,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
205,86,F1,FIRST_AC,18,11,3000,1,1,1,2025-12-31 07:53:40,2025-12-31 07:53:40
206,86,S2,SECOND_AC,48,30,1800,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
207,86,S3,SECOND_AC,48,32,1800,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
208,86,S4,SECOND_AC,48,25,1800,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
209,86,T5,THIRD_AC,64,30,1000,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
210,86,T6,THIRD_AC,64,18,1000,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
211,86,T7,THIRD_AC,64,17,1000,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
212,86,T8,THIRD_AC,64,21,1000,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
213,86,T9,THIRD_AC,64,13,1000,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
214,86,S10,SLEEPER,72,26,500,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
215,86,S11,SLEEPER,72,28,500,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
216,86,S12,SLEEPER,72,41,500,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
217,88,F1,FIRST_AC,18,3,3000,1,1,1,2025-12-31 07:53:40,2025-12-31 07:53:40
218,88,S2,SECOND_AC,48,27,1800,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
219,88,S3,SECOND_AC,48,11,1800,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
220,88,S4,SECOND_AC,48,11,1800,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
221,88,T5,THIRD_AC,64,42,1000,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
222,88,T6,THIRD_AC,64,27,1000,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
223,88,T7,THIRD_AC,64,29,1000,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
224,88,T8,THIRD_AC,64,14,1000,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
225,88,T9,THIRD_AC,64,21,1000,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
226,88,S10,SLEEPER,72,45,500,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
227,88,S11,SLEEPER,72,29,500,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
228,88,S12,SLEEPER,72,49,500,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
229,95,F1,FIRST_AC,18,7,3000,1,1,1,2025-12-31 07:53:40,2025-12-31 07:53:40
230,95,S2,SECOND_AC,48,27,1800,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
231,95,S3,SECOND_AC,48,10,1800,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
232,95,S4,SECOND_AC,48,15,1800,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
233,95,T5,THIRD_AC,64,16,1000,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
234,95,T6,THIRD_AC,64,28,1000,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
235,95,T7,THIRD_AC,64,24,1000,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
236,95,T8,THIRD_AC,64,27,1000,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
237,95,T9,THIRD_AC,64,32,1000,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
238,95,S10,SLEEPER,72,15,500,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
239,95,S11,SLEEPER,72,22,500,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
240,95,S12,SLEEPER,72,50,500,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
241,135,F1,FIRST_AC,18,11,3000,1,1,1,2025-12-31 07:53:40,2025-12-31 07:53:40
242,135,S2,SECOND_AC,48,13,1800,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
243,135,S3,SECOND_AC,48,9,1800,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
244,135,S4,SECOND_AC,48,22,1800,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
245,135,T5,THIRD_AC,64,21,1000,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
246,135,T6,THIRD_AC,64,41,1000,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
247,135,T7,THIRD_AC,64,13,1000,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
248,135,T8,THIRD_AC,64,37,1000,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
249,135,T9,THIRD_AC,64,34,1000,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
250,135,S10,SLEEPER,72,15,500,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
251,135,S11,SLEEPER,72,18,500,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
252,135,S12,SLEEPER,72,21,500,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
253,136,F1,FIRST_AC,18,6,3000,1,1,1,2025-12-31 07:53:40,2025-12-31 07:53:40
254,136,S2,SECOND_AC,48,10,1800,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
255,136,S3,SECOND_AC,48,9,1800,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
256,136,S4,SECOND_AC,48,21,1800,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
257,136,T5,THIRD_AC,64,22,1000,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
258,136,T6,THIRD_AC,64,38,1000,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
259,136,T7,THIRD_AC,64,31,1000,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
