id,user_id,type,subject,message,channel,status,related_entity_id,error_message,created_at,sent_at,read_at
11,851,BOOKING_CONFIRMATION,Booking Confirmed - BKG-20251231-7AXS2OF1,Your train booking BKG-20251231-7AXS2OF1 has been confirmed successfully.,PUSH,SENT,BKG-20251231-7AXS2OF1,,2025-12-27T02:35:47.030Z,2025-12-27T02:35:52.030Z,
12,851,PAYMENT_SUCCESS,Payment Successful - BKG-20251231-7AXS2OF1,Payment received successfully for booking BKG-20251231-7AXS2OF1.,EMAIL,SENT,BKG-20251231-7AXS2OF1,,2025-12-27T02:35:47.030Z,2025-12-27T02:35:52.030Z,
13,460,BOOKING_CONFIRMATION,Booking Confirmed - BKG-20251231-9TG2XEG7,Your train booking BKG-20251231-9TG2XEG7 has been confirmed successfully.,EMAIL,PENDING,BKG-20251231-9TG2XEG7,,2026-01-22T20:29:07.007Z,,
14,460,PAYMENT_SUCCESS,Payment Successful - BKG-20251231-9TG2XEG7,Payment received successfully for booking BKG-20251231-9TG2XEG7.,EMAIL,SENT,BKG-20251231-9TG2XEG7,,2026-01-22T20:29:07.007Z,2026-01-22T20:29:12.007Z,
15,788,BOOKING_CONFIRMATION,Booking Confirmed - BKG-20251231-3D3WYY20,Your train booking BKG-20251231-3D3WYY20 has been confirmed successfully.,IN_APP,SENT,BKG-20251231-3D3WYY20,,2026-01-06T03:26:52.992Z,2026-01-06T03:26:57.992Z,2026-01-07T01:04:54.034Z
16,788,PAYMENT_SUCCESS,Payment Successful - BKG-20251231-3D3WYY20,Payment received successfully for booking BKG-20251231-3D3WYY20.,PUSH,SENT,BKG-20251231-3D3WYY20,,2026-01-06T03:26:52.992Z,2026-01-06T03:26:57.992Z,
17,309,BOOKING_CONFIRMATION,Booking Confirmed - BKG-20251231-VAU5Y1OK,Your train booking BKG-20251231-VAU5Y1OK has been confirmed successfully.,IN_APP,SENT,BKG-20251231-VAU5Y1OK,,2025-12-11T10:23:58.183Z,2025-12-11T10:24:03.183Z,
18,309,PAYMENT_SUCCESS,Payment Successful - BKG-20251231-VAU5Y1OK,Payment received successfully for booking BKG-20251231-VAU5Y1OK.,IN_APP,SENT,BKG-20251231-VAU5Y1OK,,2025-12-11T10:23:58.183Z,2025-12-11T10:24:03.183Z,2025-12-11T15:25:16.837Z
19,445,SEAT_BLOCKED,Seats Blocked - BKG-20251231-C7Y94E1B,Your seats have been blocked. Please complete payment within 4 minutes.,IN_APP,SENT,BKG-20251231-C7Y94E1B,,2026-01-01T23:47:29.854Z,2026-01-01T23:47:34.854Z,2026-01-02T20:44:50.560Z
20,433,BOOKING_CONFIRMATION,Booking Confirmed - BKG-20251231-9HED4037,Your train booking BKG-20251231-9HED4037 has been confirmed successfully.,SMS,SENT,BKG-20251231-9HED4037,,2026-01-16T03:00:02.711Z,2026-01-16T03:00:07.711Z,
21,433,PAYMENT_SUCCESS,Payment Successful - BKG-20251231-9HED4037,Payment received successfully for booking BKG-20251231-9HED4037.,PUSH,PENDING,BKG-20251231-9HED4037,,2026-01-16T03:00:02.711Z,,
22,824,BOOKING_CONFIRMATION,Booking Confirmed - BKG-20251231-XOC4SPRD,Your train booking BKG-20251231-XOC4SPRD has been confirmed successfully.,PUSH,SENT,BKG-20251231-XOC4SPRD,,2026-01-07T20:58:18.815Z,2026-01-07T20:58:23.815Z,
23,824,PAYMENT_SUCCESS,Payment Successful - BKG-20251231-XOC4SPRD,Payment received successfully for booking BKG-20251231-XOC4SPRD.,IN_APP,SENT,BKG-20251231-XOC4SPRD,,2026-01-07T20:58:18.815Z,2026-01-07T20:58:23.815Z,2026-01-08T07:53:38.540Z
24,79,BOOKING_CONFIRMATION,Booking Confirmed - BKG-20251231-VBLG6W1J,Your train booking BKG-20251231-VBLG6W1J has been confirmed successfully.,IN_APP,SENT,BKG-20251231-VBLG6W1J,,2026-01-05T13:11:02.093Z,2026-01-05T13:11:07.093Z,2026-01-05T13:42:18.809Z
25,79,PAYMENT_SUCCESS,Payment Successful - BKG-20251231-VBLG6W1J,Payment received successfully for booking BKG-20251231-VBLG6W1J.,PUSH,SENT,BKG-20251231-VBLG6W1J,,2026-01-05T13:11:02.093Z,2026-01-05T13:11:07.093Z,
26,141,BOOKING_CONFIRMATION,Booking Confirmed - BKG-20251231-ESZL1W48,Your train booking BKG-20251231-ESZL1W48 has been confirmed successfully.,SMS,SENT,BKG-20251231-ESZL1W48,,2025-12-05T14:46:51.337Z,2025-12-05T14:46:56.337Z,
27,141,PAYMENT_SUCCESS,Payment Successful - BKG-20251231-ESZL1W48,Payment received successfully for booking BKG-20251231-ESZL1W48.,IN_APP,SENT,BKG-20251231-ESZL1W48,,2025-12-05T14:46:51.337Z,2025-12-05T14:46:56.337Z,2025-12-06T05:07:27.210Z
28,990,BOOKING_CONFIRMATION,Booking Confirmed - BKG-20251231-R3NU91TZ,Your train booking BKG-20251231-R3NU91TZ has been confirmed successfully.,PUSH,SENT,BKG-20251231-R3NU91TZ,,2025-12-19T16:42:47.080Z,2025-12-19T16:42:52.080Z,
29,990,PAYMENT_SUCCESS,Payment Successful - BKG-20251231-R3NU91TZ,Payment received successfully for booking BKG-20251231-R3NU91TZ.,SMS,SENT,BKG-20251231-R3NU91TZ,,2025-12-19T16:42:47.080Z,2025-12-19T16:42:52.080Z,
30,634,BOOKING_CONFIRMATION,Booking Confirmed - BKG-20251231-213RRFH5,Your train booking BKG-20251231-213RRFH5 has been confirmed successfully.,EMAIL,SENT,BKG-20251231-213RRFH5,,2025-12-25T13:13:10.605Z,2025-12-25T13:13:15.605Z,
31,634,PAYMENT_SUCCESS,Payment Successful - BKG-20251231-213RRFH5,Payment received successfully for booking BKG-20251231-213RRFH5.,IN_APP,SENT,BKG-20251231-213RRFH5,,2025-12-25T13:13:10.605Z,2025-12-25T13:13:15.605Z,
32,962,PAYMENT_FAILED,Payment Failed - BKG-20251231-7VVTKYHX,Payment failed for booking BKG-20251231-7VVTKYHX. Please try again.,EMAIL,SENT,BKG-20251231-7VVTKYHX,,2026-01-05T09:20:35.106Z,2026-01-05T09:20:40.106Z,
33,157,BOOKING_CONFIRMATION,Booking Confirmed - BKG-20251231-OEEIDP0N,Your train booking BKG-20251231-OEEIDP0N has been confirmed successfully.,EMAIL,SENT,BKG-20251231-OEEIDP0N,,2026-01-03T23:24:10.195Z,2026-01-03T23:24:15.195Z,
34,157,PAYMENT_SUCCESS,Payment Successful - BKG-20251231-OEEIDP0N,Payment received successfully for booking BKG-20251231-OEEIDP0N.,SMS,SENT,BKG-20251231-OEEIDP0N,,2026-01-03T23:24:10.195Z,2026-01-03T23:24:15.195Z,
35,795,BOOKING_CONFIRMATION,Booking Confirmed - BKG-20251231-51XYGGA6,Your train booking BKG-20251231-51XYGGA6 has been confirmed successfully.,PUSH,SENT,BKG-20251231-51XYGGA6,,2025-12-14T16:30:23.079Z,2025-12-14T16:30:28.079Z,
36,795,PAYMENT_SUCCESS,Payment Successful - BKG-20251231-51XYGGA6,Payment received successfully for booking BKG-20251231-51XYGGA6.,PUSH,SENT,BKG-20251231-51XYGGA6,,2025-12-14T16:30:23.079Z,2025-12-14T16:30:28.079Z,
37,370,SEAT_BLOCKED,Seats Blocked - BKG-20251231-PRCKX8NK,Your seats have been blocked. Please complete payment within 4 minutes.,EMAIL,SENT,BKG-20251231-PRCKX8NK,,2025-12-09T01:08:21.038Z,2025-12-09T01:08:26.038Z,
38,843,PAYMENT_FAILED,Payment Failed - BKG-20251231-NHIJIM9Z,Payment failed for booking BKG-20251231-NHIJIM9Z. Please try again.,SMS,SENT,BKG-20251231-NHIJIM9Z,,2025-12-12T23:48:58.697Z,2025-12-12T23:49:03.697Z,
39,754,BOOKING_CONFIRMATION,Booking Confirmed - BKG-20251231-AHTSPITX,Your train booking BKG-20251231-AHTSPITX has been confirmed successfully.,IN_APP,SENT,BKG-20251231-AHTSPITX,,2026-01-03T16:52:20.950Z,2026-01-03T16:52:25.950Z,
40,754,PAYMENT_SUCCESS,Payment Successful - BKG-20251231-AHTSPITX,Payment received successfully for booking BKG-20251231-AHTSPITX.,IN_APP,SENT,BKG-20251231-AHTSPITX,,2026-01-03T16:52:20.950Z,2026-01-03T16:52:25.950Z,2026-01-03T20:38:30.179Z
41,166,BOOKING_CONFIRMATION,Booking Confirmed - BKG-20251231-EK75IKCU,Your train booking BKG-20251231-EK75IKCU has been confirmed successfully.,SMS,SENT,BKG-20251231-EK75IKCU,,2025-12-17T02:03:52.894Z,2025-12-17T02:03:57.894Z,
42,166,PAYMENT_SUCCESS,Payment Successful - BKG-20251231-EK75IKCU,Payment received successfully for booking BKG-20251231-EK75IKCU.,IN_APP,SENT,BKG-20251231-EK75IKCU,,2025-12-17T02:03:52.894Z,2025-12-17T02:03:57.894Z,
43,368,BOOKING_CONFIRMATION,Booking Confirmed - BKG-20251231-77ESJJ4R,Your train booking BKG-20251231-77ESJJ4R has been confirmed successfully.,EMAIL,FAILED,BKG-20251231-77ESJJ4R,Network error,2025-12-16T12:13:37.182Z,,
44,368,PAYMENT_SUCCESS,Payment Successful - BKG-20251231-77ESJJ4R,Payment received successfully for booking BKG-20251231-77ESJJ4R.,PUSH,SENT,BKG-20251231-77ESJJ4R,,2025-12-16T12:13:37.182Z,2025-12-16T12:13:42.182Z,
45,23,SEAT_BLOCKED,Seats Blocked - BKG-20251231-6LC0GDGP,Your seats have been blocked. Please complete payment within 4 minutes.,SMS,SENT,BKG-20251231-6LC0GDGP,,2026-01-04T00:00:32.897Z,2026-01-04T00:00:37.897Z,
46,628,BOOKING_CONFIRMATION,Booking Confirmed - BKG-20251231-ZSPU3CCA,Your train booking BKG-20251231-ZSPU3CCA has been confirmed successfully.,SMS,SENT,BKG-20251231-ZSPU3CCA,,2025-12-09T14:09:03.420Z,2025-12-09T14:09:08.420Z,
47,628,PAYMENT_SUCCESS,Payment Successful - BKG-20251231-ZSPU3CCA,Payment received successfully for booking BKG-20251231-ZSPU3CCA.,SMS,SENT,BKG-20251231-ZSPU3CCA,,2025-12-09T14:09:03.420Z,2025-12-09T14:09:08.420Z,
48,75,SEAT_BLOCKED,Seats Blocked - BKG-20251231-B87YP70R,Your seats have been blocked. Please complete payment within 4 minutes.,PUSH,SENT,BKG-20251231-B87YP70R,,2026-01-15T18:12:01.804Z,2026-01-15T18:12:06.804Z,
49,667,SEAT_BLOCKED,Seats Blocked - BKG-20251231-7RWHYHUZ,Your seats have been blocked. Please complete payment within 4 minutes.,IN_APP,SENT,BKG-20251231-7RWHYHUZ,,2026-01-03T21:24:03.261Z,2026-01-03T21:24:08.261Z,2026-01-04T01:48:19.226Z
50,909,SEAT_BLOCKED,Seats Blocked - BKG-20251231-TYSK0LKY,Your seats have been blocked. Please complete payment within 4 minutes.,IN_APP,SENT,BKG-20251231-TYSK0LKY,,2025-12-11T11:14:16.178Z,2025-12-11T11:14:21.178Z,2025-12-11T11:17:44.952Z
51,53,BOOKING_CANCELLED,Booking Cancelled - BKG-20251231-D9QL4DOZ,Your booking BKG-20251231-D9QL4DOZ has been cancelled.,EMAIL,SENT,BKG-20251231-D9QL4DOZ,,2025-12-29T15:46:36.765Z,2025-12-29T15:46:41.765Z,
52,53,REFUND_INITIATED,Refund Initiated - BKG-20251231-D9QL4DOZ,Refund has been initiated for booking BKG-20251231-D9QL4DOZ. It will be credited in 5-7 days.,PUSH,SENT,BKG-20251231-D9QL4DOZ,,2025-12-29T15:46:36.765Z,2025-12-29T15:46:41.765Z,
53,417,BOOKING_CONFIRMATION,Booking Confirmed - BKG-20251231-4A2NONDN,Your train booking BKG-20251231-4A2NONDN has been confirmed successfully.,EMAIL,SENT,BKG-20251231-4A2NONDN,,2025-12-16T15:54:07.580Z,2025-12-16T15:54:12.580Z,
54,417,PAYMENT_SUCCESS,Payment Successful - BKG-20251231-4A2NONDN,Payment received successfully for booking BKG-20251231-4A2NONDN.,EMAIL,SENT,BKG-20251231-4A2NONDN,,2025-12-16T15:54:07.580Z,2025-12-16T15:54:12.580Z,
55,246,SEAT_BLOCKED,Seats Blocked - BKG-20251231-QIVOBP9V,Your seats have been blocked. Please complete payment within 4 minutes.,PUSH,SENT,BKG-20251231-QIVOBP9V,,2025-12-14T22:28:10.025Z,2025-12-14T22:28:15.025Z,
56,268,BOOKING_CONFIRMATION,Booking Confirmed - BKG-20251231-A1LJTGYQ,Your train booking BKG-20251231-A1LJTGYQ has been confirmed successfully.,IN_APP,SENT,BKG-20251231-A1LJTGYQ,,2025-12-09T05:45:20.191Z,2025-12-09T05:45:25.191Z,2025-12-10T02:51:50.561Z
57,268,PAYMENT_SUCCESS,Payment Successful - BKG-20251231-A1LJTGYQ,Payment received successfully for booking BKG-20251231-A1LJTGYQ.,EMAIL,SENT,BKG-20251231-A1LJTGYQ,,2025-12-09T05:45:20.191Z,2025-12-09T05:45:25.191Z,
58,355,BOOKING_CANCELLED,Booking Cancelled - BKG-20251231-O1EY5F9P,Your booking BKG-20251231-O1EY5F9P has been cancelled.,SMS,SENT,BKG-20251231-O1EY5F9P,,2025-12-17T05:54:10.016Z,2025-12-17T05:54:15.016Z,
59,355,REFUND_INITIATED,Refund Initiated - BKG-20251231-O1EY5F9P,Refund has been initiated for booking BKG-20251231-O1EY5F9P. It will be credited in 5-7 days.,PUSH,SENT,BKG-20251231-O1EY5F9P,,2025-12-17T05:54:10.016Z,2025-12-17T05:54:15.016Z,
60,104,BOOKING_CONFIRMATION,Booking Confirmed - BKG-20251231-T6BRI2V9,Your train booking BKG-20251231-T6BRI2V9 has been confirmed successfully.,SMS,SENT,BKG-20251231-T6BRI2V9,,2025-12-21T01:04:31.539Z,2025-12-21T01:04:36.539Z,
61,104,PAYMENT_SUCCESS,Payment Successful - BKG-20251231-T6BRI2V9,Payment received successfully for booking BKG-20251231-T6BRI2V9.,IN_APP,SENT,BKG-20251231-T6BRI2V9,,2025-12-21T01:04:31.539Z,2025-12-21T01:04:36.539Z,
62,42,BOOKING_CONFIRMATION,Booking Confirmed - BKG-20251231-F7RQTQCC,Your train booking BKG-20251231-F7RQTQCC has been confirmed successfully.,PUSH,SENT,BKG-20251231-F7RQTQCC,,2025-12-29T09:32:48.997Z,2025-12-29T09:32:53.997Z,
63,42,PAYMENT_SUCCESS,Payment Successful - BKG-20251231-F7RQTQCC,Payment received successfully for booking BKG-20251231-F7RQTQCC.,SMS,SENT,BKG-20251231-F7RQTQCC,,2025-12-29T09:32:48.997Z,2025-12-29T09:32:53.997Z,
64,886,BOOKING_CONFIRMATION,Booking Confirmed - BKG-20251231-WPN2AHMB,Your train booking BKG-20251231-WPN2AHMB has been confirmed successfully.,IN_APP,SENT,BKG-20251231-WPN2AHMB,,2025-12-23T22:31:49.855Z,2025-12-23T22:31:54.855Z,2025-12-24T03:48:40.761Z
65,886,PAYMENT_SUCCESS,Payment Successful - BKG-20251231-WPN2AHMB,Payment received successfully for booking BKG-20251231-WPN2AHMB.,PUSH,SENT,BKG-20251231-WPN2AHMB,,2025-12-23T22:31:49.855Z,2025-12-23T22:31:54.855Z,
66,238,BOOKING_CONFIRMATION,Booking Confirmed - BKG-20251231-IX1Q0QC5,Your train booking BKG-20251231-IX1Q0QC5 has been confirmed successfully.,EMAIL,SENT,BKG-20251231-IX1Q0QC5,,2026-01-04T23:59:12.586Z,2026-01-04T23:59:17.586Z,
67,238,PAYMENT_SUCCESS,Payment Successful - BKG-20251231-IX1Q0QC5,Payment received successfully for booking BKG-20251231-IX1Q0QC5.,EMAIL,SENT,BKG-20251231-IX1Q0QC5,,2026-01-04T23:59:12.586Z,2026-01-04T23:59:17.586Z,
68,58,BOOKING_CONFIRMATION,Booking Confirmed - BKG-20251231-L0HDJLMK,Your train booking BKG-20251231-L0HDJLMK has been confirmed successfully.,EMAIL,SENT,BKG-20251231-L0HDJLMK,,2025-12-22T23:54:00.445Z,2025-12-22T23:54:05.445Z,
69,58,PAYMENT_SUCCESS,Payment Successful - BKG-20251231-L0HDJLMK,Payment received successfully for booking BKG-20251231-L0HDJLMK.,SMS,SENT,BKG-20251231-L0HDJLMK,,2025-12-22T23:54:00.445Z,2025-12-22T23:54:05.445Z,
70,498,BOOKING_CANCELLED,Booking Cancelled - BKG-20251231-2T5MNZ5H,Your booking BKG-20251231-2T5MNZ5H has been cancelled.,IN_APP,SENT,BKG-20251231-2T5MNZ5H,,2025-12-21T13:24:54.669Z,2025-12-21T13:24:59.669Z,2025-12-22T09:05:16.303Z
71,498,REFUND_INITIATED,Refund Initiated - BKG-20251231-2T5MNZ5H,Refund has been initiated for booking BKG-20251231-2T5MNZ5H. It will be credited in 5-7 days.,EMAIL,SENT,BKG-20251231-2T5MNZ5H,,2025-12-21T13:24:54.669Z,2025-12-21T13:24:59.669Z,
72,189,BOOKING_CONFIRMATION,Booking Confirmed - BKG-20251231-BE1V1AJL,Your train booking BKG-20251231-BE1V1AJL has been confirmed successfully.,SMS,SENT,BKG-20251231-BE1V1AJL,,2026-01-11T13:33:30.882Z,2026-01-11T13:33:35.882Z,
73,189,PAYMENT_SUCCESS,Payment Successful - BKG-20251231-BE1V1AJL,Payment received successfully for booking BKG-20251231-BE1V1AJL.,EMAIL,SENT,BKG-20251231-BE1V1AJL,,2026-01-11T13:33:30.882Z,2026-01-11T13:33:35.882Z,
74,932,PAYMENT_FAILED,Payment Failed - BKG-20251231-Y14T28J7,Payment failed for booking BKG-20251231-Y14T28J7. Please try again.,SMS,SENT,BKG-20251231-Y14T28J7,,2025-12-12T11:54:45.456Z,2025-12-12T11:54:50.456Z,
75,611,SEAT_BLOCKED,Seats Blocked - BKG-20251231-SU8DU46Y,Your seats have been blocked. Please complete payment within 4 minutes.,PUSH,SENT,BKG-20251231-SU8DU46Y,,2025-12-14T20:31:51.327Z,2025-12-14T20:31:56.327Z,
76,651,PAYMENT_FAILED,Payment Failed - BKG-20251231-4SH80S6V,Payment failed for booking BKG-20251231-4SH80S6V. Please try again.,SMS,SENT,BKG-20251231-4SH80S6V,,2025-12-26T05:01:45.122Z,2025-12-26T05:01:50.122Z,
77,926,PAYMENT_FAILED,Payment Failed - BKG-20251231-ZMOOVQV7,Payment failed for booking BKG-20251231-ZMOOVQV7. Please try again.,SMS,SENT,BKG-20251231-ZMOOVQV7,,2025-12-17T23:12:42.813Z,2025-12-17T23:12:47.813Z,
78,364,BOOKING_CONFIRMATION,Booking Confirmed - BKG-20251231-CE6SBIA0,Your train booking BKG-20251231-CE6SBIA0 has been confirmed successfully.,PUSH,SENT,BKG-20251231-CE6SBIA0,,2026-01-15T03:48:09.856Z,2026-01-15T03:48:14.856Z,
79,364,PAYMENT_SUCCESS,Payment Successful - BKG-20251231-CE6SBIA0,Payment received successfully for booking BKG-20251231-CE6SBIA0.,SMS,SENT,BKG-20251231-CE6SBIA0,,2026-01-15T03:48:09.856Z,2026-01-15T03:48:14.856Z,
80,815,SEAT_BLOCKED,Seats Blocked - BKG-20251231-OOJS90VB,Your seats have been blocked. Please complete payment within 4 minutes.,PUSH,SENT,BKG-20251231-OOJS90VB,,2025-12-29T11:01:00.247Z,2025-12-29T11:01:05.247Z,
81,696,BOOKING_CONFIRMATION,Booking Confirmed - BKG-20251231-898WBRWY,Your train booking BKG-20251231-898WBRWY has been confirmed successfully.,SMS,SENT,BKG-20251231-898WBRWY,,2026-01-04T14:09:32.879Z,2026-01-04T14:09:37.879Z,
82,696,PAYMENT_SUCCESS,Payment Successful - BKG-20251231-898WBRWY,Payment received successfully for booking BKG-20251231-898WBRWY.,EMAIL,SENT,BKG-20251231-898WBRWY,,2026-01-04T14:09:32.879Z,2026-01-04T14:09:37.879Z,
83,583,BOOKING_CONFIRMATION,Booking Confirmed - BKG-20251231-1HDRMZSN,Your train booking BKG-20251231-1HDRMZSN has been confirmed successfully.,SMS,FAILED,BKG-20251231-1HDRMZSN,Network error,2026-01-16T08:15:36.519Z,,
84,583,PAYMENT_SUCCESS,Payment Successful - BKG-20251231-1HDRMZSN,Payment received successfully for booking BKG-20251231-1HDRMZSN.,PUSH,SENT,BKG-20251231-1HDRMZSN,,2026-01-16T08:15:36.519Z,2026-01-16T08:15:41.519Z,
85,660,SEAT_BLOCKED,Seats Blocked - BKG-20251231-EZR671GG,Your seats have been blocked. Please complete payment within 4 minutes.,PUSH,SENT,BKG-20251231-EZR671GG,,2026-01-16T14:04:46.864Z,2026-01-16T14:04:51.864Z,
86,614,BOOKING_CONFIRMATION,Booking Confirmed - BKG-20251231-FYFF0GE6,Your train booking BKG-20251231-FYFF0GE6 has been confirmed successfully.,EMAIL,SENT,BKG-20251231-FYFF0GE6,,2025-12-18T10:10:24.085Z,2025-12-18T10:10:29.085Z,
87,614,PAYMENT_SUCCESS,Payment Successful - BKG-20251231-FYFF0GE6,Payment received successfully for booking BKG-20251231-FYFF0GE6.,IN_APP,SENT,BKG-20251231-FYFF0GE6,,2025-12-18T10:10:24.085Z,2025-12-18T10:10:29.085Z,
88,694,BOOKING_CONFIRMATION,Booking Confirmed - BKG-20251231-XDF1GYLT,Your train booking BKG-20251231-XDF1GYLT has been confirmed successfully.,EMAIL,SENT,BKG-20251231-XDF1GYLT,,2025-12-09T21:01:19.214Z,2025-12-09T21:01:24.214Z,
89,694,PAYMENT_SUCCESS,Payment Successful - BKG-20251231-XDF1GYLT,Payment received successfully for booking BKG-20251231-XDF1GYLT.,PUSH,SENT,BKG-20251231-XDF1GYLT,,2025-12-09T21:01:19.214Z,2025-12-09T21:01:24.214Z,
90,673,BOOKING_CONFIRMATION,Booking Confirmed - BKG-20251231-0W4T3NOR,Your train booking BKG-20251231-0W4T3NOR has been confirmed successfully.,PUSH,SENT,BKG-20251231-0W4T3NOR,,2025-12-03T17:07:43.602Z,2025-12-03T17:07:48.602Z,
91,673,PAYMENT_SUCCESS,Payment Successful - BKG-20251231-0W4T3NOR,Payment received successfully for booking BKG-20251231-0W4T3NOR.,PUSH,PENDING,BKG-20251231-0W4T3NOR,,2025-12-03T17:07:43.602Z,,
92,944,BOOKING_CONFIRMATION,Booking Confirmed - BKG-20251231-NA33V45C,Your train booking BKG-20251231-NA33V45C has been confirmed successfully.,PUSH,SENT,BKG-20251231-NA33V45C,,2025-12-30T15:52:49.800Z,2025-12-30T15:52:54.800Z,
93,944,PAYMENT_SUCCESS,Payment Successful - BKG-20251231-NA33V45C,Payment received successfully for booking BKG-20251231-NA33V45C.,PUSH,PENDING,BKG-20251231-NA33V45C,,2025-12-30T15:52:49.800Z,,
94,27,BOOKING_CONFIRMATION,Booking Confirmed - BKG-20251231-7KHY97LO,Your train booking BKG-20251231-7KHY97LO has been confirmed successfully.,SMS,SENT,BKG-20251231-7KHY97LO,,2025-11-22T14:37:30.901Z,2025-11-22T14:37:35.901Z,
95,27,PAYMENT_SUCCESS,Payment Successful - BKG-20251231-7KHY97LO,Payment received successfully for booking BKG-20251231-7KHY97LO.,IN_APP,SENT,BKG-20251231-7KHY97LO,,2025-11-22T14:37:30.901Z,2025-11-22T14:37:35.901Z,2025-11-23T09:13:50.674Z
96,456,BOOKING_CONFIRMATION,Booking Confirmed - BKG-20251231-L43J1Y97,Your train booking BKG-20251231-L43J1Y97 has been confirmed successfully.,PUSH,SENT,BKG-20251231-L43J1Y97,,2025-12-14T16:51:52.220Z,2025-12-14T16:51:57.220Z,
97,456,PAYMENT_SUCCESS,Payment Successful - BKG-20251231-L43J1Y97,Payment received successfully for booking BKG-20251231-L43J1Y97.,PUSH,SENT,BKG-20251231-L43J1Y97,,2025-12-14T16:51:52.220Z,2025-12-14T16:51:57.220Z,
98,864,BOOKING_CANCELLED,Booking Cancelled - BKG-20251231-DQAT1BOS,Your booking BKG-20251231-DQAT1BOS has been cancelled.,PUSH,SENT,BKG-20251231-DQAT1BOS,,2026-01-04T23:42:00.744Z,2026-01-04T23:42:05.744Z,
99,864,REFUND_INITIATED,Refund Initiated - BKG-20251231-DQAT1BOS,Refund has been initiated for booking BKG-20251231-DQAT1BOS. It will be credited in 5-7 days.,EMAIL,SENT,BKG-20251231-DQAT1BOS,,2026-01-04T23:42:00.744Z,2026-01-04T23:42:05.744Z,
100,668,BOOKING_CONFIRMATION,Booking Confirmed - BKG-20251231-XKP560CA,Your train booking BKG-20251231-XKP560CA has been confirmed successfully.,PUSH,SENT,BKG-20251231-XKP560CA,,2026-01-12T22:09:07.853Z,2026-01-12T22:09:12.853Z,
101,668,PAYMENT_SUCCESS,Payment Successful - BKG-20251231-XKP560CA,Payment received successfully for booking BKG-20251231-XKP560CA.,SMS,SENT,BKG-20251231-XKP560CA,,2026-01-12T22:09:07.853Z,2026-01-12T22:09:12.853Z,
102,947,BOOKING_CONFIRMATION,Booking Confirmed - BKG-20251231-N5G45SPT,Your train booking BKG-20251231-N5G45SPT has been confirmed successfully.,SMS,SENT,BKG-20251231-N5G45SPT,,2025-12-17T00:28:02.576Z,2025-12-17T00:28:07.576Z,
